id,brand,name,category,price_tier,price_low,price_high,currency,image_url,catalog_image_path,render_image_path,origin,is_active,display_order,description
14,Duravit,Duravit Bento Starck Box Bentostarckbox 20,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-bento_starck_box-bentostarckbox_20.webp,product-images/toilets/premium/duravit-duravit-bento_starck_box-bentostarckbox_20.webp,product-images/toilets/premium/duravit-duravit-bento_starck_box-bentostarckbox_20.webp,scraped,True,14,Duravit Duravit Bento Starck Box Bentostarckbox 20 - High-quality toilets for modern bathrooms. Part of the premium collection.
15,Duravit,Duravit Sink Series Starck 1 Starck1 Hm2,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-sink-series-starck_1-starck1_hm2.webp,product-images/toilets/premium/duravit-duravit-sink-series-starck_1-starck1_hm2.webp,product-images/toilets/premium/duravit-duravit-sink-series-starck_1-starck1_hm2.webp,scraped,True,15,Duravit Duravit Sink Series Starck 1 Starck1 Hm2 - High-quality toilets for modern bathrooms. Part of the premium collection.
16,Duravit,Duravit Bento Starck Box Bentostarckbox 13,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-bento_starck_box-bentostarckbox_13.webp,product-images/toilets/premium/duravit-duravit-bento_starck_box-bentostarckbox_13.webp,product-images/toilets/premium/duravit-duravit-bento_starck_box-bentostarckbox_13.webp,scraped,True,16,Duravit Duravit Bento Starck Box Bentostarckbox 13 - High-quality toilets for modern bathrooms. Part of the premium collection.
17,Duravit,Duravit Starck 3 Starck 3 Wand Wc   Sensowash,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-starck_3-starck_3_wand-wc_-_sensowash.webp,product-images/toilets/premium/duravit-duravit-starck_3-starck_3_wand-wc_-_sensowash.webp,product-images/toilets/premium/duravit-duravit-starck_3-starck_3_wand-wc_-_sensowash.webp,scraped,True,17,Duravit Duravit Starck 3 Starck 3 Wand Wc   Sensowash - High-quality toilets for modern bathrooms. Part of the premium collection.
18,Duravit,Duravit Vero Air Veroair C Bonded Detail M%C3%B6Belwaschtisch 04 2429,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-vero_air-veroair-c-bonded_detail_m%C3%B6belwaschtisch_04_2429.webp,product-images/toilets/premium/duravit-duravit-vero_air-veroair-c-bonded_detail_m%C3%B6belwaschtisch_04_2429.webp,product-images/toilets/premium/duravit-duravit-vero_air-veroair-c-bonded_detail_m%C3%B6belwaschtisch_04_2429.webp,scraped,True,18,Duravit Duravit Vero Air Veroair C Bonded Detail M%C3%B6Belwaschtisch 04 2429 - High-quality toilets for modern bathrooms. Part of the premium collection.
19,Duravit,Duravit D Neo Dneo Mono 01,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-d-neo-dneo_monochrome_01.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_monochrome_01.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_monochrome_01.webp,scraped,True,19,Duravit Duravit D Neo Dneo Mono 01 - High-quality toilets for modern bathrooms. Part of the premium collection.
20,Duravit,Duravit Vero Air Veroair Tm 72445 85 01 0133,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-vero_air-veroair_tm_72445_85_01_0133.webp,product-images/toilets/premium/duravit-duravit-vero_air-veroair_tm_72445_85_01_0133.webp,product-images/toilets/premium/duravit-duravit-vero_air-veroair_tm_72445_85_01_0133.webp,scraped,True,20,Duravit Duravit Vero Air Veroair Tm 72445 85 01 0133 - High-quality toilets for modern bathrooms. Part of the premium collection.
21,Duravit,Duravit Sinks Me By Starck Furniture Washbasins 06,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-sinks-me_by_starck_furniture_washbasins_06.webp,product-images/toilets/premium/duravit-duravit-sinks-me_by_starck_furniture_washbasins_06.webp,product-images/toilets/premium/duravit-duravit-sinks-me_by_starck_furniture_washbasins_06.webp,scraped,True,21,Duravit Duravit Sinks Me By Starck Furniture Washbasins 06 - High-quality toilets for modern bathrooms. Part of the premium collection.
22,Duravit,Duravit Bento Starck Box Bentostarckbox 23,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-bento_starck_box-bentostarckbox_23.webp,product-images/toilets/premium/duravit-duravit-bento_starck_box-bentostarckbox_23.webp,product-images/toilets/premium/duravit-duravit-bento_starck_box-bentostarckbox_23.webp,scraped,True,22,Duravit Duravit Bento Starck Box Bentostarckbox 23 - High-quality toilets for modern bathrooms. Part of the premium collection.
23,Duravit,Duravit Me By Starck Me By Starck Toilets 01,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-me_by_starck-me_by_starck_toilets_01.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me_by_starck_toilets_01.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me_by_starck_toilets_01.webp,scraped,True,23,Duravit Duravit Me By Starck Me By Starck Toilets 01 - High-quality toilets for modern bathrooms. Part of the premium collection.
24,Duravit,Duravit D Neo Dneo Welt Boho,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-d-neo-dneo_welt_boho.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_welt_boho.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_welt_boho.webp,scraped,True,24,Duravit Duravit D Neo Dneo Welt Boho - High-quality toilets for modern bathrooms. Part of the premium collection.
25,Duravit,Duravit D Neo Dneo Pop 02,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-d-neo-dneo_pop_02.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_pop_02.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_pop_02.webp,scraped,True,25,Duravit Duravit D Neo Dneo Pop 02 - High-quality toilets for modern bathrooms. Part of the premium collection.
26,Duravit,Duravit Me By Starck Me By Starck Elegant Detail Wanne 01 0404,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-me_by_starck-me_by_starck_elegant_detail_wanne_01_0404.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me_by_starck_elegant_detail_wanne_01_0404.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me_by_starck_elegant_detail_wanne_01_0404.webp,scraped,True,26,Duravit Duravit Me By Starck Me By Starck Elegant Detail Wanne 01 0404 - High-quality toilets for modern bathrooms. Part of the premium collection.
27,Duravit,Duravit Durastyle Durastyle Hoschrank Vermasst,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-durastyle-durastyle_hoschrank_vermasst.webp,product-images/toilets/premium/duravit-duravit-durastyle-durastyle_hoschrank_vermasst.webp,product-images/toilets/premium/duravit-duravit-durastyle-durastyle_hoschrank_vermasst.webp,scraped,True,27,Duravit Duravit Durastyle Durastyle Hoschrank Vermasst - High-quality toilets for modern bathrooms. Part of the premium collection.
28,Duravit,Duravit Starck 3 Starck3 L Cube Mwt850 Tm 12 3479 News2016,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-starck_3-starck3-l-cube_mwt850_tm_12_3479_news2016.webp,product-images/toilets/premium/duravit-duravit-starck_3-starck3-l-cube_mwt850_tm_12_3479_news2016.webp,product-images/toilets/premium/duravit-duravit-starck_3-starck3-l-cube_mwt850_tm_12_3479_news2016.webp,scraped,True,28,Duravit Duravit Starck 3 Starck3 L Cube Mwt850 Tm 12 3479 News2016 - High-quality toilets for modern bathrooms. Part of the premium collection.
29,Duravit,Duravit Sink Series Vero Vero Wt Chrom Gestell,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-sink-series-vero-vero_wt_chrom-gestell.webp,product-images/toilets/premium/duravit-duravit-sink-series-vero-vero_wt_chrom-gestell.webp,product-images/toilets/premium/duravit-duravit-sink-series-vero-vero_wt_chrom-gestell.webp,scraped,True,29,Duravit Duravit Sink Series Vero Vero Wt Chrom Gestell - High-quality toilets for modern bathrooms. Part of the premium collection.
30,Duravit,Duravit D Neo Dneo Minimal 01,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-d-neo-dneo_minimal_01.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_minimal_01.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_minimal_01.webp,scraped,True,30,Duravit Duravit D Neo Dneo Minimal 01 - High-quality toilets for modern bathrooms. Part of the premium collection.
31,Duravit,Duravit Sink Series Starck 1 Starck Barrel 02,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-sink-series-starck_1-starck-barrel_02.webp,product-images/toilets/premium/duravit-duravit-sink-series-starck_1-starck-barrel_02.webp,product-images/toilets/premium/duravit-duravit-sink-series-starck_1-starck-barrel_02.webp,scraped,True,31,Duravit Duravit Sink Series Starck 1 Starck Barrel 02 - High-quality toilets for modern bathrooms. Part of the premium collection.
32,Duravit,Durastyle Wc   Sensowash,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-durastyle_wc_-_sensowash.webp,product-images/toilets/premium/duravit-durastyle_wc_-_sensowash.webp,product-images/toilets/premium/duravit-durastyle_wc_-_sensowash.webp,scraped,True,32,Duravit Durastyle Wc   Sensowash - High-quality toilets for modern bathrooms. Part of the premium collection.
33,Duravit,Duravit Me By Starck Me By Starck Furniture Washbasins 04,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-me_by_starck-me_by_starck_furniture_washbasins_04.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me_by_starck_furniture_washbasins_04.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me_by_starck_furniture_washbasins_04.webp,scraped,True,33,Duravit Duravit Me By Starck Me By Starck Furniture Washbasins 04 - High-quality toilets for modern bathrooms. Part of the premium collection.
34,Duravit,Duravit Durastyle Durastyle Milieu Tessiner Kirschbaum 233778 Ds 6499 253709 01 0007 News2016,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-durastyle-durastyle_milieu_tessiner-kirschbaum_233778_ds-6499_253709_01_0007_news2016.webp,product-images/toilets/premium/duravit-duravit-durastyle-durastyle_milieu_tessiner-kirschbaum_233778_ds-6499_253709_01_0007_news2016.webp,product-images/toilets/premium/duravit-duravit-durastyle-durastyle_milieu_tessiner-kirschbaum_233778_ds-6499_253709_01_0007_news2016.webp,scraped,True,34,Duravit Duravit Durastyle Durastyle Milieu Tessiner Kirschbaum 233778 Ds 6499 253709 01 0007 News2016 - High-quality toilets for modern bathrooms. Part of the premium collection.
35,Duravit,Duravit Vero Air Vero 2064030,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-vero_air-vero_2064030.webp,product-images/toilets/premium/duravit-duravit-vero_air-vero_2064030.webp,product-images/toilets/premium/duravit-duravit-vero_air-vero_2064030.webp,scraped,True,35,Duravit Duravit Vero Air Vero 2064030 - High-quality toilets for modern bathrooms. Part of the premium collection.
36,Duravit,Duravit Me By Starck Me By Starck Furniture Washbasins 03,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-me_by_starck-me_by_starck_furniture_washbasins_03.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me_by_starck_furniture_washbasins_03.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me_by_starck_furniture_washbasins_03.webp,scraped,True,36,Duravit Duravit Me By Starck Me By Starck Furniture Washbasins 03 - High-quality toilets for modern bathrooms. Part of the premium collection.
37,Duravit,Duravit Me By Starck Me By Starck Pure Wei%C3%9F  Teilmilieu Mwt100 01 0532%2341 4 2,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-me_by_starck-me_by_starck_pure_wei%C3%9F-matt_teilmilieu_mwt100_01_0532%2341_4_2.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me_by_starck_pure_wei%C3%9F-matt_teilmilieu_mwt100_01_0532%2341_4_2.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me_by_starck_pure_wei%C3%9F-matt_teilmilieu_mwt100_01_0532%2341_4_2.webp,scraped,True,37,Duravit Duravit Me By Starck Me By Starck Pure Wei%C3%9F  Teilmilieu Mwt100 01 0532%2341 4 2 - High-quality toilets for modern bathrooms. Part of the premium collection.
38,Duravit,Duravit Me By Starck Me By Starck Washbasins 01,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-me_by_starck-me_by_starck_washbasins_01.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me_by_starck_washbasins_01.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me_by_starck_washbasins_01.webp,scraped,True,38,Duravit Duravit Me By Starck Me By Starck Washbasins 01 - High-quality toilets for modern bathrooms. Part of the premium collection.
39,Duravit,Duravit Bento Starck Box Bentostarckbox 15,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-bento_starck_box-bentostarckbox_15.webp,product-images/toilets/premium/duravit-duravit-bento_starck_box-bentostarckbox_15.webp,product-images/toilets/premium/duravit-duravit-bento_starck_box-bentostarckbox_15.webp,scraped,True,39,Duravit Duravit Bento Starck Box Bentostarckbox 15 - High-quality toilets for modern bathrooms. Part of the premium collection.
40,Duravit,Duravit Sink Series Starck 1 Starck1 Tonne5,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-sink-series-starck_1-starck1_tonne5.webp,product-images/toilets/premium/duravit-duravit-sink-series-starck_1-starck1_tonne5.webp,product-images/toilets/premium/duravit-duravit-sink-series-starck_1-starck1_tonne5.webp,scraped,True,40,Duravit Duravit Sink Series Starck 1 Starck1 Tonne5 - High-quality toilets for modern bathrooms. Part of the premium collection.
41,Duravit,Duravit Me By Starck Philippe Starck 02 By Jean Baptiste Mondino,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-me_by_starck-philippe_starck_02-by-jean-baptiste-mondino.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-philippe_starck_02-by-jean-baptiste-mondino.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-philippe_starck_02-by-jean-baptiste-mondino.webp,scraped,True,41,Duravit Duravit Me By Starck Philippe Starck 02 By Jean Baptiste Mondino - High-quality toilets for modern bathrooms. Part of the premium collection.
42,Duravit,Duravit Starck 3 Starck 3 Wc Regular And Compact Version,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-starck_3-starck_3_wc_regular_and_compact_version.webp,product-images/toilets/premium/duravit-duravit-starck_3-starck_3_wc_regular_and_compact_version.webp,product-images/toilets/premium/duravit-duravit-starck_3-starck_3_wc_regular_and_compact_version.webp,scraped,True,42,Duravit Duravit Starck 3 Starck 3 Wc Regular And Compact Version - High-quality toilets for modern bathrooms. Part of the premium collection.
43,Duravit,Duravit Sink Series Starck 1 Starck2 Tm  03,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-sink-series-starck_1-starck2_tm__03.webp,product-images/toilets/premium/duravit-duravit-sink-series-starck_1-starck2_tm__03.webp,product-images/toilets/premium/duravit-duravit-sink-series-starck_1-starck2_tm__03.webp,scraped,True,43,Duravit Duravit Sink Series Starck 1 Starck2 Tm  03 - High-quality toilets for modern bathrooms. Part of the premium collection.
44,Duravit,Vero Stand   Wc Bidet 01,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-vero_stand_-_wc-bidet_01.webp,product-images/toilets/premium/duravit-vero_stand_-_wc-bidet_01.webp,product-images/toilets/premium/duravit-vero_stand_-_wc-bidet_01.webp,scraped,True,44,Duravit Vero Stand   Wc Bidet 01 - High-quality toilets for modern bathrooms. Part of the premium collection.
45,Duravit,Duravit Me By Starck Me By Starck Toilets 02,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-me_by_starck-me_by_starck_toilets_02.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me_by_starck_toilets_02.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me_by_starck_toilets_02.webp,scraped,True,45,Duravit Duravit Me By Starck Me By Starck Toilets 02 - High-quality toilets for modern bathrooms. Part of the premium collection.
46,Duravit,Duravit Durastyle Durastyle Wt Galerie 01,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-durastyle-durastyle_wt-galerie_01.webp,product-images/toilets/premium/duravit-duravit-durastyle-durastyle_wt-galerie_01.webp,product-images/toilets/premium/duravit-duravit-durastyle-durastyle_wt-galerie_01.webp,scraped,True,46,Duravit Duravit Durastyle Durastyle Wt Galerie 01 - High-quality toilets for modern bathrooms. Part of the premium collection.
47,Duravit,Duravit Sink Series Starck 1 Starck Barrel 01,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-sink-series-starck_1-starck-barrel_01.webp,product-images/toilets/premium/duravit-duravit-sink-series-starck_1-starck-barrel_01.webp,product-images/toilets/premium/duravit-duravit-sink-series-starck_1-starck-barrel_01.webp,scraped,True,47,Duravit Duravit Sink Series Starck 1 Starck Barrel 01 - High-quality toilets for modern bathrooms. Part of the premium collection.
48,Duravit,Duravit Vero Air Vero Air Tm 235080 0030661000 14 1070,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-vero_air-vero-air_tm_235080_0030661000_14_1070.webp,product-images/toilets/premium/duravit-duravit-vero_air-vero-air_tm_235080_0030661000_14_1070.webp,product-images/toilets/premium/duravit-duravit-vero_air-vero-air_tm_235080_0030661000_14_1070.webp,scraped,True,48,Duravit Duravit Vero Air Vero Air Tm 235080 0030661000 14 1070 - High-quality toilets for modern bathrooms. Part of the premium collection.
49,Duravit,Duravit D Neo Dneo Boho 03,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-d-neo-dneo_boho_03.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_boho_03.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_boho_03.webp,scraped,True,49,Duravit Duravit D Neo Dneo Boho 03 - High-quality toilets for modern bathrooms. Part of the premium collection.
50,Duravit,Duravit Sink Series Vero News 2014 Vero Teaser 05,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-sink-series-vero-news_2014_vero_teaser_05.webp,product-images/toilets/premium/duravit-duravit-sink-series-vero-news_2014_vero_teaser_05.webp,product-images/toilets/premium/duravit-duravit-sink-series-vero-news_2014_vero_teaser_05.webp,scraped,True,50,Duravit Duravit Sink Series Vero News 2014 Vero Teaser 05 - High-quality toilets for modern bathrooms. Part of the premium collection.
51,Duravit,Duravit Vero Air Vero Air Tm 252509 227415 16 1318,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-vero_air-vero-air_tm_252509_227415_16_1318.webp,product-images/toilets/premium/duravit-duravit-vero_air-vero-air_tm_252509_227415_16_1318.webp,product-images/toilets/premium/duravit-duravit-vero_air-vero-air_tm_252509_227415_16_1318.webp,scraped,True,51,Duravit Duravit Vero Air Vero Air Tm 252509 227415 16 1318 - High-quality toilets for modern bathrooms. Part of the premium collection.
52,Duravit,Duravit D Neo Dneo Pop 05,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-d-neo-dneo_pop_05.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_pop_05.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_pop_05.webp,scraped,True,52,Duravit Duravit D Neo Dneo Pop 05 - High-quality toilets for modern bathrooms. Part of the premium collection.
53,Duravit,Duravit D Neo Dneo Mono 02,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-d-neo-dneo_monochrome_02.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_monochrome_02.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_monochrome_02.webp,scraped,True,53,Duravit Duravit D Neo Dneo Mono 02 - High-quality toilets for modern bathrooms. Part of the premium collection.
54,Duravit,Duravit D Neo Dneo Welt Mono,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-d-neo-dneo_welt_monochrome.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_welt_monochrome.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_welt_monochrome.webp,scraped,True,54,Duravit Duravit D Neo Dneo Welt Mono - High-quality toilets for modern bathrooms. Part of the premium collection.
55,Duravit,Duravit Durastyle Durastyle Wt Galerie 03 New,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-durastyle-durastyle_wt-galerie_03_new.webp,product-images/toilets/premium/duravit-duravit-durastyle-durastyle_wt-galerie_03_new.webp,product-images/toilets/premium/duravit-duravit-durastyle-durastyle_wt-galerie_03_new.webp,scraped,True,55,Duravit Duravit Durastyle Durastyle Wt Galerie 03 New - High-quality toilets for modern bathrooms. Part of the premium collection.
56,Duravit,Veroair Tm 235060 05 1536,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-veroair_tm_235060_05_1536.webp,product-images/toilets/premium/duravit-veroair_tm_235060_05_1536.webp,product-images/toilets/premium/duravit-veroair_tm_235060_05_1536.webp,scraped,True,56,Duravit Veroair Tm 235060 05 1536 - High-quality toilets for modern bathrooms. Part of the premium collection.
57,Duravit,Duravit Me By Starck Me By Starck Pure Wei%C3%9F  Milieu 09 0332,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-me_by_starck-me_by_starck_pure_wei%C3%9F-matt_milieu_09_0332.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me_by_starck_pure_wei%C3%9F-matt_milieu_09_0332.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me_by_starck_pure_wei%C3%9F-matt_milieu_09_0332.webp,scraped,True,57,Duravit Duravit Me By Starck Me By Starck Pure Wei%C3%9F  Milieu 09 0332 - High-quality toilets for modern bathrooms. Part of the premium collection.
58,Duravit,Duravit Me By Starck Me By Starck Furniture Washbasins 02,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-me_by_starck-me_by_starck_furniture_washbasins_02.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me_by_starck_furniture_washbasins_02.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me_by_starck_furniture_washbasins_02.webp,scraped,True,58,Duravit Duravit Me By Starck Me By Starck Furniture Washbasins 02 - High-quality toilets for modern bathrooms. Part of the premium collection.
