product_id,name,brand,price_eur,category,sub_category,style_category,price_range,image_url,image_score,selected,local_images,image_count,all_image_urls
,"QeramiQ Dely Swirl Toiletset – licht grijs, grijs, ronde knoppen",Geberit,541.99,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/e489a4cc8a832fe18f9a0b529bd1bdaf.jpg/qeramiq-dely-swirl-toiletset-36.3x51.7cm-geberit-up320-inbouwreservoir-met-burda-frame-35mm-zitting-bedieningsplaat-licht-grijs-ronde-knoppen-beige-sw1164800.jpg,9,True,,1,https://static.rorix.nl/image/product/overig/400x400/e489a4cc8a832fe18f9a0b529bd1bdaf.jpg/qeramiq-dely-swirl-toiletset-36.3x51.7cm-geberit-up320-inbouwreservoir-met-burda-frame-35mm-zitting-bedieningsplaat-licht-grijs-ronde-knoppen-beige-sw1164800.jpg
,"QeramiQ Dely Swirl Toiletset – mat zwart, zwart, rechthoekige knoppen",Geberit,541.99,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/cf8ae929f1e60c434f679308d0b7e6f9.jpg/qeramiq-dely-swirl-toiletset-36.3x51.7cm-geberit-up320-inbouwreservoir-met-burda-frame-35mm-zitting-bedieningsplaat-licht-grijs-rechthoekige-knoppen-mat-zwart-sw1164393.jpg,9,True,,1,https://static.rorix.nl/image/product/overig/400x400/cf8ae929f1e60c434f679308d0b7e6f9.jpg/qeramiq-dely-swirl-toiletset-36.3x51.7cm-geberit-up320-inbouwreservoir-met-burda-frame-35mm-zitting-bedieningsplaat-licht-grijs-rechthoekige-knoppen-mat-zwart-sw1164393.jpg
,"QeramiQ Dely Swirl Toiletset – wit, licht grijs, ronde knoppen",Geberit,541.99,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/4900119ebaf7ad42c71872f12e112f45.jpg/qeramiq-dely-swirl-toiletset-36.3x51.7cm-geberit-up320-inbouwreservoir-met-burda-frame-slim-zitting-bedieningsplaat-licht-grijs-ronde-knoppen-wit-mat-sw1164797.jpg,9,True,,1,https://static.rorix.nl/image/product/overig/400x400/4900119ebaf7ad42c71872f12e112f45.jpg/qeramiq-dely-swirl-toiletset-36.3x51.7cm-geberit-up320-inbouwreservoir-met-burda-frame-slim-zitting-bedieningsplaat-licht-grijs-ronde-knoppen-wit-mat-sw1164797.jpg
,"QeramiQ Dely Toiletset – licht grijs, grijs, ronde knoppen",Geberit,530.99,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/ab5c7cc2b2947bb65891fadd5a34ced2.jpg/qeramiq-dely-toiletset-36.3x51.7cm-diepspoel-rimless-geberit-up320-inbouwreservoir-softclose-toilet-zitting-bedieningsplaat-licht-grijs-ronde-knoppen-mat-beige-sw1242404.jpg,9,True,,1,https://static.rorix.nl/image/product/overig/400x400/ab5c7cc2b2947bb65891fadd5a34ced2.jpg/qeramiq-dely-toiletset-36.3x51.7cm-diepspoel-rimless-geberit-up320-inbouwreservoir-softclose-toilet-zitting-bedieningsplaat-licht-grijs-ronde-knoppen-mat-beige-sw1242404.jpg
,"QeramiQ Dely Toiletset – mat wit, wit, rechthoekige knoppen",Geberit,530.99,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/c1963e6a5c8a8d2bd997741f4d4e73e6.jpg/qeramiq-dely-toiletset-36.3x51.7cm-diepspoel-rimless-geberit-up320-inbouwreservoir-softclose-toilet-zitting-35-mm-bedieningsplaat-licht-grijs-rechthoekige-knoppen-mat-wit-sw1235372.jpg,9,True,,1,https://static.rorix.nl/image/product/overig/400x400/c1963e6a5c8a8d2bd997741f4d4e73e6.jpg/qeramiq-dely-toiletset-36.3x51.7cm-diepspoel-rimless-geberit-up320-inbouwreservoir-softclose-toilet-zitting-35-mm-bedieningsplaat-licht-grijs-rechthoekige-knoppen-mat-wit-sw1235372.jpg
,"QeramiQ Dely Toiletset – mat wit, wit, ronde knoppen",Geberit,530.99,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/a351eee671787a427a5d5a8882560e34.jpg/qeramiq-dely-toiletset-36.3x51.7cm-diepspoel-rimless-geberit-up320-inbouwreservoir-softclose-toilet-zitting-35-mm-bedieningsplaat-licht-grijs-ronde-knoppen-mat-wit-sw1235374.jpg,9,True,,1,https://static.rorix.nl/image/product/overig/400x400/a351eee671787a427a5d5a8882560e34.jpg/qeramiq-dely-toiletset-36.3x51.7cm-diepspoel-rimless-geberit-up320-inbouwreservoir-softclose-toilet-zitting-35-mm-bedieningsplaat-licht-grijs-ronde-knoppen-mat-wit-sw1235374.jpg
,"QeramiQ Salina Toiletset – wit, licht grijs, rechthoekige knoppen",Geberit,600.99,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/6c99f889abfacc150d1c8c6b887733e1.jpg/qeramiq-salina-toiletset-rimless-geberit-inbouwreservoir-diepspoel-wandcloset-softclose-quickrelease-bedieningspaneel-met-bedieningsplaat-licht-grijs-rechthoekige-knoppen-glans-wit-sw1164294.jpg,9,True,,1,https://static.rorix.nl/image/product/overig/400x400/6c99f889abfacc150d1c8c6b887733e1.jpg/qeramiq-salina-toiletset-rimless-geberit-inbouwreservoir-diepspoel-wandcloset-softclose-quickrelease-bedieningspaneel-met-bedieningsplaat-licht-grijs-rechthoekige-knoppen-glans-wit-sw1164294.jpg
,"QeramiQ Salina Toiletset – wit, licht grijs, ronde knoppen",Geberit,600.99,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/42e290cf50f92922ecb8e091b1c94758.jpg/qeramiq-salina-toiletset-rimless-geberit-inbouwreservoir-diepspoel-wandcloset-softclose-quickrelease-bedieningsplaat-licht-grijs-ronde-knoppen-wit-sw1164779.jpg,9,True,,1,https://static.rorix.nl/image/product/overig/400x400/42e290cf50f92922ecb8e091b1c94758.jpg/qeramiq-salina-toiletset-rimless-geberit-inbouwreservoir-diepspoel-wandcloset-softclose-quickrelease-bedieningsplaat-licht-grijs-ronde-knoppen-wit-sw1164779.jpg
,Riho Desire half vrijstaand half vrijstaand ligbad met overloop 180x84cm met Sifon met LED plint Gla,Riho,2262.0,Lighting,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/e2239e2cf3858a1cf3a828b71689af81.jpg/riho-desire-half-vrijstaand-half-vrijstaand-ligbad-met-overloop-180x84cm-met-sifon-met-led-plint-glans-wit-sw385498.jpg,9,True,images/zeza-grand-half-vrijstaand-hoekbad---links---180x80x58cm---met-afvoer---acryl---glans-wit/036b912b92ffbbe917a8173a0dd3df08.jpg;images/zeza-grand-half-vrijstaand-hoekbad---links---180x80x58cm---met-afvoer---acryl---glans-wit/6852cc0c7a3b90abf4e8e41b9ce610d9.jpg;images/zeza-grand-half-vrijstaand-hoekbad---links---180x80x58cm---met-afvoer---acryl---glans-wit/c1ff8527fb8cc131248dcca041ae347e.webp;images/zeza-grand-half-vrijstaand-hoekbad---links---180x80x58cm---met-afvoer---acryl---glans-wit/30d33578aaffa2d5a45dcf87d316639c.jpg;images/zeza-grand-half-vrijstaand-hoekbad---links---180x80x58cm---met-afvoer---acryl---glans-wit/4ef840b1551d4e24393ca8b196c6a45d.webp,5,https://static.rorix.nl/image/product/overig/480x480/036b912b92ffbbe917a8173a0dd3df08.jpg;https://static.rorix.nl/image/product/overig/2000x2000/6852cc0c7a3b90abf4e8e41b9ce610d9.jpg;https://static.rorix.nl/image/product/overig/320x320/c1ff8527fb8cc131248dcca041ae347e.webp;https://static.rorix.nl/image/product/overig/300x300/30d33578aaffa2d5a45dcf87d316639c.jpg;https://static.rorix.nl/image/product/overig/300x300/4ef840b1551d4e24393ca8b196c6a45d.webp
,Riho Desire halfvrijstaand bad – wit,Riho,4462.0,Lighting,,luxury_premium,ultra_luxury,https://static.rorix.nl/image/product/overig/400x400/dace0497e7dc7d6602efbe852ae3fa8a.jpg/riho-desire-halfvrijstaand-bad-180x84cm-middenopstelling-met-led-plint-sparkle-met-chromen-badvuller-acryl-wit-hoogglans-sw547896.jpg,9,True,images/go-by-van-marcke-d-shape-design---halfvrijstaand-bad---180x80x60cm---hoek-links---acryl---mat-wit/5dcdc04510893a2b7e6de50f075fd802.jpg;images/go-by-van-marcke-d-shape-design---halfvrijstaand-bad---180x80x60cm---hoek-links---acryl---mat-wit/0084d06747abff671bf59cf7991f3019.webp,2,https://static.rorix.nl/image/product/van-marcke/400x400/5dcdc04510893a2b7e6de50f075fd802.jpg;https://static.rorix.nl/image/product/van-marcke/480x480/0084d06747abff671bf59cf7991f3019.webp
,Riho Desire hoekbad acryl bad 184x84cm met sifon met LED Plint Hoekopstelling Links glans wit – wit,Riho,2262.0,Lighting,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/83d5291d14d97177373417a950aef96f.jpg/riho-desire-hoekbad-acryl-bad-184x84cm-met-sifon-met-led-plint-hoekopstelling-links-glans-wit-sw412177.jpg,9,True,images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/579b14db5175c.webp;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/7d2a1a0563fb75d23eec1efe59a04bcd.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/D130001001516490.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/80c3cd542816134619346a8af1a959a1.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/499e3c1bba4469306008e8d51619d450.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/10be45cbc8dbdc65f992b052ce78d3b3.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/D130001001596484.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/70e8ef702b0863d7774f495171337716.webp;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/69af48d52f6ca572425c58379acabeb7.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/5f947373e37d26b83a537736e0ae381a.jpg,10,https://static.rorix.nl/image/product/overig/300x300/579b14db5175c.webp;https://static.rorix.nl/image/product/overig/2000x2000/7d2a1a0563fb75d23eec1efe59a04bcd.jpg;https://static.rorix.nl/image/product/galvano/480x480/D130001001516490.jpg;https://static.rorix.nl/image/product/overig/2000x2000/80c3cd542816134619346a8af1a959a1.jpg;https://static.rorix.nl/image/product/overig/640x640/499e3c1bba4469306008e8d51619d450.jpg;https://static.rorix.nl/image/product/overig/210x210/10be45cbc8dbdc65f992b052ce78d3b3.jpg;https://static.rorix.nl/image/product/galvano/960x960/D130001001596484.jpg;https://static.rorix.nl/image/product/overig/480x480/70e8ef702b0863d7774f495171337716.webp;https://static.rorix.nl/image/product/overig/2000x2000/69af48d52f6ca572425c58379acabeb7.jpg;https://static.rorix.nl/image/product/overig/300x300/5f947373e37d26b83a537736e0ae381a.jpg
,Riho Desire hoekbad acryl bad 184x84cm met sifon met LED plint Hoekopstelling Rechts glans wit – wit,Riho,2262.0,Lighting,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/2e193c3225a0ad5b01adfaa5117ab50e.jpg/riho-desire-hoekbad-acryl-bad-184x84cm-met-sifon-met-led-plint-hoekopstelling-rechts-glans-wit-sw412216.jpg,9,True,images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/579b14db5175c.webp;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/7d2a1a0563fb75d23eec1efe59a04bcd.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/D130001001516490.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/80c3cd542816134619346a8af1a959a1.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/499e3c1bba4469306008e8d51619d450.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/10be45cbc8dbdc65f992b052ce78d3b3.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/D130001001596484.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/70e8ef702b0863d7774f495171337716.webp;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/69af48d52f6ca572425c58379acabeb7.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/5f947373e37d26b83a537736e0ae381a.jpg,10,https://static.rorix.nl/image/product/overig/300x300/579b14db5175c.webp;https://static.rorix.nl/image/product/overig/2000x2000/7d2a1a0563fb75d23eec1efe59a04bcd.jpg;https://static.rorix.nl/image/product/galvano/480x480/D130001001516490.jpg;https://static.rorix.nl/image/product/overig/2000x2000/80c3cd542816134619346a8af1a959a1.jpg;https://static.rorix.nl/image/product/overig/640x640/499e3c1bba4469306008e8d51619d450.jpg;https://static.rorix.nl/image/product/overig/210x210/10be45cbc8dbdc65f992b052ce78d3b3.jpg;https://static.rorix.nl/image/product/galvano/960x960/D130001001596484.jpg;https://static.rorix.nl/image/product/overig/480x480/70e8ef702b0863d7774f495171337716.webp;https://static.rorix.nl/image/product/overig/2000x2000/69af48d52f6ca572425c58379acabeb7.jpg;https://static.rorix.nl/image/product/overig/300x300/5f947373e37d26b83a537736e0ae381a.jpg
,Riho Desire hoekbad – wit,Riho,2704.0,Lighting,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/d6ab4ee274c5287ac9545421210d0ad6.jpg/riho-desire-hoekbad-170x77cm-hoekopstelling-links-met-led-plint-met-chromen-badvuller-acryl-wit-hoogglans-sw925264.jpg,9,True,,1,https://static.rorix.nl/image/product/overig/400x400/d6ab4ee274c5287ac9545421210d0ad6.jpg/riho-desire-hoekbad-170x77cm-hoekopstelling-links-met-led-plint-met-chromen-badvuller-acryl-wit-hoogglans-sw925264.jpg
,"Villeroy & Boch Subway 2.0 Compact DirectFlush Toiletset – wit, licht grijs, ronde knoppen",Geberit,712.99,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/a2b9d04f2d3b0651c4656feb057df8e9.jpg/villeroy-boch-subway-2.0-compact-directflush-toiletset-geberit-reservoir-softclose-quickrelease-bedieningsplaat-licht-grijs-ronde-knoppen-wit-sw1164784.jpg,9,True,images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/D130001001350122.jpg;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/8390d260553c903ffe1383eb74a4eeb1.jpg;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/bd03f8d4a3161068a70f76e2c1870872.jpg;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/D130001001352856.webp;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/4e059a49a38b1f2de96b9ac873bd72e5.jpg;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/066c236a605a71b642d080990818bb3b.jpg;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/c85e7bb556ee1e7e24d01019c455c9b7.jpg;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/079715cabe46598bb88dea171cf6c31f.webp;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/d646b6e4838ee7469f3e6824ec918767.jpg;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/297577d50f04950c913831fa91e23e56.jpg;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/e9165128de01ec075a70197db9e61dd5.webp;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/9864ced5c026ee498928feac92a2a510.jpg;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/e98dbc34a136d2baa77465e2b97ec660.webp;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/1e0e038ee85aa204a9a07d215c16a555.webp,14,https://static.rorix.nl/image/product/galvano/210x210/D130001001350122.jpg;https://static.rorix.nl/image/product/overig/480x480/8390d260553c903ffe1383eb74a4eeb1.jpg;https://static.rorix.nl/image/product/overig/480x480/bd03f8d4a3161068a70f76e2c1870872.jpg;https://static.rorix.nl/image/product/galvano/960x960/D130001001352856.webp;https://static.rorix.nl/image/product/overig/960x960/4e059a49a38b1f2de96b9ac873bd72e5.jpg;https://static.rorix.nl/image/product/overig/480x480/066c236a605a71b642d080990818bb3b.jpg;https://static.rorix.nl/image/product/overig/480x480/c85e7bb556ee1e7e24d01019c455c9b7.jpg;https://static.rorix.nl/image/product/overig/210x210/079715cabe46598bb88dea171cf6c31f.webp;https://static.rorix.nl/image/product/overig/300x300/d646b6e4838ee7469f3e6824ec918767.jpg;https://static.rorix.nl/image/product/van-marcke/2000x2000/297577d50f04950c913831fa91e23e56.jpg;https://static.rorix.nl/image/product/overig/640x640/e9165128de01ec075a70197db9e61dd5.webp;https://static.rorix.nl/image/product/overig/400x400/9864ced5c026ee498928feac92a2a510.jpg;https://static.rorix.nl/image/product/overig/300x300/e98dbc34a136d2baa77465e2b97ec660.webp;https://static.rorix.nl/image/product/van-marcke/480x480/1e0e038ee85aa204a9a07d215c16a555.webp
,"Villeroy & Boch Subway 2.0 compact DirectFlush Toiletset – wit, licht grijs, rechthoekige knoppen",Geberit,712.99,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/a5c82f5f027b836c7fe676c20badd3ba.jpg/villeroy-boch-subway-2.0-compact-directflush-toiletset-geberit-reservoir-softclose-quickrelease-bedieningsplaat-bedieningsplaat-licht-grijs-rechthoekige-knoppen-wit-sw1164306.jpg,9,True,images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/D130001001350122.jpg;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/8390d260553c903ffe1383eb74a4eeb1.jpg;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/bd03f8d4a3161068a70f76e2c1870872.jpg;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/D130001001352856.webp;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/4e059a49a38b1f2de96b9ac873bd72e5.jpg;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/066c236a605a71b642d080990818bb3b.jpg;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/c85e7bb556ee1e7e24d01019c455c9b7.jpg;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/079715cabe46598bb88dea171cf6c31f.webp;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/d646b6e4838ee7469f3e6824ec918767.jpg;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/297577d50f04950c913831fa91e23e56.jpg;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/e9165128de01ec075a70197db9e61dd5.webp;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/9864ced5c026ee498928feac92a2a510.jpg;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/e98dbc34a136d2baa77465e2b97ec660.webp;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/1e0e038ee85aa204a9a07d215c16a555.webp,14,https://static.rorix.nl/image/product/galvano/210x210/D130001001350122.jpg;https://static.rorix.nl/image/product/overig/480x480/8390d260553c903ffe1383eb74a4eeb1.jpg;https://static.rorix.nl/image/product/overig/480x480/bd03f8d4a3161068a70f76e2c1870872.jpg;https://static.rorix.nl/image/product/galvano/960x960/D130001001352856.webp;https://static.rorix.nl/image/product/overig/960x960/4e059a49a38b1f2de96b9ac873bd72e5.jpg;https://static.rorix.nl/image/product/overig/480x480/066c236a605a71b642d080990818bb3b.jpg;https://static.rorix.nl/image/product/overig/480x480/c85e7bb556ee1e7e24d01019c455c9b7.jpg;https://static.rorix.nl/image/product/overig/210x210/079715cabe46598bb88dea171cf6c31f.webp;https://static.rorix.nl/image/product/overig/300x300/d646b6e4838ee7469f3e6824ec918767.jpg;https://static.rorix.nl/image/product/van-marcke/2000x2000/297577d50f04950c913831fa91e23e56.jpg;https://static.rorix.nl/image/product/overig/640x640/e9165128de01ec075a70197db9e61dd5.webp;https://static.rorix.nl/image/product/overig/400x400/9864ced5c026ee498928feac92a2a510.jpg;https://static.rorix.nl/image/product/overig/300x300/e98dbc34a136d2baa77465e2b97ec660.webp;https://static.rorix.nl/image/product/van-marcke/480x480/1e0e038ee85aa204a9a07d215c16a555.webp
,"Villeroy Boch Subway 2.0 DirectFlush Toiletset – wit, licht grijs, rechthoekige knoppen",Geberit,675.99,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/cb8689b72a59fb1453ee81c73203f790.jpg/villeroy-boch-subway-2.0-directflush-toiletset-softclose-geberit-reservoir-qeramiq-bedieningsplaat-bedieningsplaat-licht-grijs-rechthoekige-knoppen-wit-sw1164314.jpg,9,True,images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/D130001001350122.jpg;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/8390d260553c903ffe1383eb74a4eeb1.jpg;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/bd03f8d4a3161068a70f76e2c1870872.jpg;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/D130001001352856.webp;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/4e059a49a38b1f2de96b9ac873bd72e5.jpg;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/066c236a605a71b642d080990818bb3b.jpg;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/c85e7bb556ee1e7e24d01019c455c9b7.jpg;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/079715cabe46598bb88dea171cf6c31f.webp;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/d646b6e4838ee7469f3e6824ec918767.jpg;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/297577d50f04950c913831fa91e23e56.jpg;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/e9165128de01ec075a70197db9e61dd5.webp;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/9864ced5c026ee498928feac92a2a510.jpg;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/e98dbc34a136d2baa77465e2b97ec660.webp;images/villeroy-amp-boch-oberon-20-bad-rechthoek-180x80cm---duo-wit/1e0e038ee85aa204a9a07d215c16a555.webp,14,https://static.rorix.nl/image/product/galvano/210x210/D130001001350122.jpg;https://static.rorix.nl/image/product/overig/480x480/8390d260553c903ffe1383eb74a4eeb1.jpg;https://static.rorix.nl/image/product/overig/480x480/bd03f8d4a3161068a70f76e2c1870872.jpg;https://static.rorix.nl/image/product/galvano/960x960/D130001001352856.webp;https://static.rorix.nl/image/product/overig/960x960/4e059a49a38b1f2de96b9ac873bd72e5.jpg;https://static.rorix.nl/image/product/overig/480x480/066c236a605a71b642d080990818bb3b.jpg;https://static.rorix.nl/image/product/overig/480x480/c85e7bb556ee1e7e24d01019c455c9b7.jpg;https://static.rorix.nl/image/product/overig/210x210/079715cabe46598bb88dea171cf6c31f.webp;https://static.rorix.nl/image/product/overig/300x300/d646b6e4838ee7469f3e6824ec918767.jpg;https://static.rorix.nl/image/product/van-marcke/2000x2000/297577d50f04950c913831fa91e23e56.jpg;https://static.rorix.nl/image/product/overig/640x640/e9165128de01ec075a70197db9e61dd5.webp;https://static.rorix.nl/image/product/overig/400x400/9864ced5c026ee498928feac92a2a510.jpg;https://static.rorix.nl/image/product/overig/300x300/e98dbc34a136d2baa77465e2b97ec660.webp;https://static.rorix.nl/image/product/van-marcke/480x480/1e0e038ee85aa204a9a07d215c16a555.webp
